1741592193.2417545,0
1741592193.3450222,1
1741592193.4472575,8
1741592193.5497503,13
1741592193.6526167,22
1741592193.7549794,27
1741592193.8574958,35
1741592193.9599948,40
1741592194.0625277,49
1741592194.1648595,50
1741592194.2673116,50
1741592194.3698604,48
1741592194.471989,50
1741592194.574424,49
1741592194.6768174,50
1741592194.7792559,50
1741592194.881759,49
1741592194.9842315,50
1741592195.0865629,49
1741592195.1890178,49
1741592195.2917027,49
1741592195.3942304,48
1741592195.4968665,49
1741592195.599039,48
1741592195.701696,47
1741592195.8039613,49
1741592195.9063218,49
1741592196.0089033,49
1741592196.111221,50
1741592196.2135587,49
1741592196.316264,49
1741592196.418772,48
1741592196.521166,47
1741592196.6236537,49
1741592196.7261186,49
1741592196.8287559,49
1741592196.9313438,49
1741592197.0337713,48
1741592197.1362555,49
1741592197.238851,48
1741592197.3412342,47
1741592197.4434695,46
1741592197.5479264,46
1741592197.6503344,45
1741592197.7531118,45
1741592197.8559709,48
1741592197.9586608,45
1741592198.0612543,39
1741592198.1636086,32
1741592198.2660782,28
1741592198.368485,28
1741592198.4708314,27
1741592198.5737708,27
1741592198.6760273,27
1741592198.7783275,26
1741592198.8808389,26
1741592198.9831154,28
1741592199.0854142,27
1741592199.1880054,27
1741592199.2907834,30
1741592199.3933694,30
1741592199.4958389,28
1741592199.5981274,29
1741592199.7003317,31
1741592199.8025165,29
1741592199.904974,31
1741592200.007493,31
1741592200.109954,30
1741592200.2121344,32
1741592200.314446,31
1741592200.4165015,32
1741592200.518775,33
1741592200.6211765,32
1741592200.723405,32
1741592200.8255482,32
1741592200.9279046,33
1741592201.0302317,32
1741592201.1322932,32
1741592201.2345974,35
1741592201.337047,36
1741592201.4391873,36
1741592201.5419083,35
1741592201.644208,34
1741592201.7466924,36
1741592201.8503537,33
1741592201.9528868,32
1741592202.055722,33
1741592202.1581244,33
1741592202.2604818,34
1741592202.3629289,34
1741592202.4654384,35
1741592202.568452,35
1741592202.6710749,36
1741592202.773858,35
1741592202.876333,36
1741592202.978546,36
1741592203.0809252,35
1741592203.1831863,35
1741592203.2854266,35
1741592203.3877647,36
1741592203.490143,37
1741592203.592435,38
1741592203.6948395,37
1741592203.7973833,38
1741592203.8997097,40
1741592204.0025175,40
1741592204.1067264,39
1741592204.209315,39
1741592204.3122365,41
1741592204.4146485,40
1741592204.5171666,40
1741592204.6196163,40
1741592204.7218683,40
1741592204.824781,41
1741592204.9276032,41
1741592205.0301442,40
1741592205.1328743,37
1741592205.2358127,37
1741592205.3382711,36
1741592205.4410381,35
1741592205.54398,30
1741592205.6466682,30
1741592205.7489336,30
1741592205.8512135,30
1741592205.9539502,26
1741592206.0563684,27
1741592206.1590977,29
1741592206.2615457,28
1741592206.3640776,27
1741592206.4665143,28
1741592206.5688226,28
1741592206.6710343,28
1741592206.773752,30
1741592206.8761237,29
1741592206.9784167,30
1741592207.080953,29
1741592207.1834865,30
1741592207.2858555,30
1741592207.3882437,29
1741592207.4905274,32
1741592207.593138,30
1741592207.6953168,30
1741592207.797715,29
1741592207.9000876,29
1741592208.0027819,31
1741592208.1051633,31
1741592208.2073054,29
1741592208.30966,31
1741592208.4120677,31
1741592208.5146596,32
1741592208.6171486,33
1741592208.719387,33
1741592208.8217428,34
1741592208.9241984,33
1741592209.026442,39
1741592209.1288676,40
1741592209.2312782,40
1741592209.3337667,41
1741592209.436109,43
1741592209.5386498,43
1741592209.6412697,42
1741592209.744271,43
1741592209.8464212,43
1741592209.9489524,49
1741592210.0512211,47
1741592210.1535094,48
1741592210.255953,48
1741592210.3582165,48
1741592210.4605174,49
1741592210.5628548,49
1741592210.6653159,49
1741592210.7677798,47
1741592210.8702385,48
1741592210.9728718,48
1741592211.0751905,48
1741592211.1779137,49
1741592211.2803524,49
1741592211.3827386,46
1741592211.4854033,46
1741592211.5876286,45
1741592211.6900897,45
1741592211.792473,43
1741592211.8945951,41
1741592211.9968605,41
1741592212.0992754,41
1741592212.201924,41
1741592212.3045382,42
1741592212.4069898,43
1741592212.5093684,48
1741592212.6117122,48
1741592212.7139673,47
1741592212.8161561,49
1741592212.9183123,49
1741592213.0208375,48
1741592213.1232307,47
1741592213.225683,47
1741592213.328003,49
1741592213.4304035,48
1741592213.5328085,45
1741592213.6352973,45
1741592213.7380779,44
1741592213.8404174,44
1741592213.9428117,42
