1741607060.602005,0
1741607060.7058358,0
1741607060.8082366,4
1741607060.910606,8
1741607061.012917,7
1741607061.115589,5
1741607061.2177548,4
1741607061.3200378,7
1741607061.422266,4
1741607061.5245965,5
1741607061.6271007,4
1741607061.7294247,5
1741607061.8318386,4
1741607061.9342234,3
1741607062.036769,2
1741607062.1394858,2
1741607062.2417645,1
1741607062.3442194,1
1741607062.446531,0
1741607062.5488846,1
1741607062.6511016,0
1741607062.753544,1
1741607062.8561325,0
1741607062.9585404,0
1741607063.0609627,0
1741607063.1632688,2
1741607063.2656517,1
1741607063.368149,1
1741607063.4708169,1
1741607063.5730615,0
1741607063.6757307,2
1741607063.7781284,1
1741607063.8807213,2
1741607063.9832678,1
1741607064.0857465,2
1741607064.1882122,2
1741607064.2908244,3
1741607064.393654,1
1741607064.4961605,3
1741607064.5985014,1
1741607064.700834,1
1741607064.8031058,2
1741607064.905778,10
1741607065.0080404,13
1741607065.110393,19
1741607065.2130218,22
1741607065.3152556,24
1741607065.4175417,24
1741607065.5199,24
1741607065.6220875,24
1741607065.7243512,22
1741607065.8267896,19
1741607065.9291892,19
1741607066.031704,16
1741607066.1339543,17
1741607066.2361948,14
1741607066.3384144,12
1741607066.4406343,13
1741607066.5429864,11
1741607066.6453679,12
1741607066.748441,11
1741607066.8507733,9
1741607066.9532719,8
1741607067.0557175,8
1741607067.1582434,7
1741607067.260752,8
1741607067.3632455,8
1741607067.4656718,6
1741607067.5681946,7
1741607067.6706033,4
1741607067.7731085,5
1741607067.8754091,3
1741607067.9777536,0
1741607068.0806997,0
1741607068.1830652,0
1741607068.2855504,0
1741607068.3880928,0
1741607068.4905128,0
1741607068.593187,1
1741607068.6962583,0
1741607068.7987785,1
1741607068.9018428,1
1741607069.0045211,2
1741607069.1067104,1
1741607069.2091427,1
1741607069.3118207,2
1741607069.4146712,2
1741607069.5169857,3
1741607069.6194434,2
1741607069.721932,2
1741607069.8248723,1
1741607069.927233,0
1741607070.02946,2
1741607070.13187,2
1741607070.2341223,1
1741607070.336532,3
1741607070.4391506,2
1741607070.5420477,2
1741607070.6444893,3
1741607070.7469254,1
1741607070.8494942,1
1741607070.9520547,2
1741607071.0542057,9
1741607071.1568658,12
1741607071.2592971,16
1741607071.3618279,14
1741607071.464444,12
1741607071.5670118,14
1741607071.6692913,13
1741607071.7715404,12
1741607071.8737423,10
1741607071.976041,9
1741607072.0781667,10
1741607072.180344,10
1741607072.2823472,12
1741607072.384535,11
1741607072.486707,10
1741607072.5892386,10
1741607072.6914847,11
1741607072.7938743,12
1741607072.8967037,13
1741607072.9990926,13
1741607073.1018019,13
1741607073.204112,11
1741607073.3065739,10
1741607073.4092145,10
1741607073.5115628,9
1741607073.6137886,10
1741607073.7162342,7
1741607073.8184855,2
1741607073.9208274,0
1741607074.0231643,1
1741607074.125473,0
1741607074.2279594,0
1741607074.330241,1
1741607074.4326587,3
1741607074.5348754,2
1741607074.6373177,2
1741607074.740229,4
1741607074.8427656,2
1741607074.9449341,3
1741607075.0470715,3
1741607075.1491597,0
1741607075.2514002,1
1741607075.3540041,1
1741607075.4565146,2
1741607075.5588393,3
1741607075.660997,1
1741607075.7631927,3
1741607075.8653343,2
1741607075.9676754,1
1741607076.0697732,1
1741607076.1719687,1
1741607076.2743752,2
1741607076.376579,1
1741607076.4793174,1
1741607076.5817719,2
1741607076.6842492,2
1741607076.793911,3
1741607076.896402,2
1741607076.998541,2
1741607077.101114,2
1741607077.2035239,0
1741607077.3057327,1
1741607077.4081953,2
1741607077.510334,1
1741607077.6126888,0
1741607077.715029,1
1741607077.8172169,0
1741607077.9196339,8
1741607078.0218954,11
1741607078.1242747,13
1741607078.226424,12
1741607078.328602,11
1741607078.4308505,7
1741607078.5330424,10
1741607078.6352491,11
1741607078.7378013,9
1741607078.8402228,11
1741607078.9425151,10
1741607079.0447664,10
1741607079.1470046,9
1741607079.2491813,10
1741607079.3515472,12
1741607079.4538615,8
1741607079.5561886,8
1741607079.6585507,11
1741607079.7607367,7
1741607079.8630245,8
1741607079.9654193,5
1741607080.067845,6
1741607080.1701996,8
1741607080.2723823,8
1741607080.3748872,4
1741607080.4774055,4
1741607080.5798182,6
1741607080.68209,6
1741607080.784413,6
1741607080.8865745,8
1741607080.9888046,8
1741607081.0909474,8
1741607081.1933553,7
1741607081.2957833,8
1741607081.3979378,5
1741607081.5005858,4
1741607081.6027818,4
1741607081.706507,4
1741607081.8087277,5
1741607081.91109,5
1741607082.0133333,5
1741607082.1158392,6
1741607082.2179458,4
1741607082.3203287,3
1741607082.4224477,4
1741607082.5248241,4
1741607082.6268759,4
1741607082.729134,4
1741607082.8319416,4
1741607082.9339178,5
1741607083.036463,6
1741607083.1387167,6
1741607083.2409441,7
1741607083.3431573,6
1741607083.4453466,6
1741607083.5474863,4
1741607083.649742,4
1741607083.7519042,4
1741607083.8540783,5
1741607083.956259,6
1741607084.0585244,5
1741607084.160797,3
1741607084.263021,5
1741607084.369734,5
1741607084.4721408,3
1741607084.574456,11
1741607084.676571,12
1741607084.7788439,15
1741607084.8810375,17
1741607084.9832838,19
1741607085.0856612,12
1741607085.187957,8
1741607085.2901428,9
1741607085.392555,10
1741607085.4954345,10
1741607085.5975735,11
1741607085.699732,10
1741607085.801903,10
1741607085.9047296,9
1741607086.0070279,8
1741607086.109287,7
1741607086.2116609,6
1741607086.313808,5
1741607086.4160166,6
1741607086.5182884,7
1741607086.6205301,6
1741607086.7228436,6
1741607086.8250926,7
1741607086.9410894,7
1741607087.043387,5
1741607087.1456614,7
1741607087.2478504,9
1741607087.350144,8
1741607087.4524095,6
1741607087.5566876,7
1741607087.658993,6
1741607087.761199,7
1741607087.8636746,6
1741607087.9658568,4
1741607088.068189,4
1741607088.170985,4
1741607088.2734575,4
1741607088.3759387,3
1741607088.4780388,2
1741607088.580298,0
1741607088.6824832,0
1741607088.7850285,0
1741607088.8871505,1
1741607088.989505,0
1741607089.0917313,1
1741607089.1939864,1
1741607089.296538,2
1741607089.3986926,1
1741607089.501096,2
1741607089.603261,3
1741607089.7054245,3
1741607089.8079362,2
1741607089.9101107,4
1741607090.0123265,5
1741607090.1145787,3
1741607090.2170022,3
1741607090.3192255,3
1741607090.4213934,3
1741607090.5235188,1
1741607090.625833,3
1741607090.7280896,3
1741607090.8304563,4
1741607090.9327557,0
1741607091.0350642,0
1741607091.137176,1
1741607091.2393873,1
1741607091.3415656,1
1741607091.4439063,3
1741607091.5461574,3
1741607091.648768,6
1741607091.7512517,10
1741607091.853412,11
1741607091.955983,11
1741607092.058332,10
1741607092.1607485,8
1741607092.262907,8
1741607092.3655639,10
1741607092.4678495,9
1741607092.5700252,9
1741607092.6724048,10
1741607092.7748115,6
1741607092.877521,9
1741607092.9799001,7
1741607093.0821908,8
1741607093.1845222,8
1741607093.2867608,9
1741607093.388964,10
1741607093.4913116,8
1741607093.5934522,9
1741607093.6957304,8
1741607093.7982848,8
1741607093.9004564,9
1741607094.003389,8
1741607094.1055229,8
1741607094.2081556,7
1741607094.3103733,5
1741607094.412448,6
1741607094.5150208,5
1741607094.617358,5
1741607094.7198136,5
1741607094.8220377,6
